id,date_created,current_status,status_history,Column 4,Column 5,Column 6,Column 7,Column 8,Column 9,Column 10,Column 11,Column 12,Column 13,Column 14,Column 15,Column 16,Column 17,Column 18,Column 19,Column 20,Column 21,Column 22,Column 23,Column 24,Column 25,Column 26,Column 27,Column 28,Column 29,Column 30,Column 31,Column 32,Column 33,Column 34,Column 35
2495,02/01/2021,Analyzed by lab,"[""Created 02/01/2021 Cincinnati Children's Hospital Medical Center"", 'Received 02/03/2021 Reading Police Department', 'Received 02/05/2021 BCI London', 'Received 07/28/2021 Reading Police Department']",Created 02/01/2021 Cincinnati Children's Hospital Medical Center,Received 02/03/2021 Reading Police Department,Received 02/05/2021 BCI London,Received 07/28/2021 Reading Police Department,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497,02/12/2021,Analyzed by lab,"[""Created 02/12/2021 Cincinnati Children's Hospital Medical Center"", 'Received 02/26/2021 Greenfield Police Department', 'Received 03/10/2021 BCI London']",Created 02/12/2021 Cincinnati Children's Hospital Medical Center,Received 02/26/2021 Greenfield Police Department,Received 03/10/2021 BCI London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498,02/15/2021,Analyzed by lab,"[""Created 02/15/2021 Cincinnati Children's Hospital Medical Center"", 'Received 02/25/2021 Cincinnati Police Department', 'Received 03/02/2021 BCI London', 'Received 04/27/2021 Cincinnati Police Department']",Created 02/15/2021 Cincinnati Children's Hospital Medical Center,Received 02/25/2021 Cincinnati Police Department,Received 03/02/2021 BCI London,Received 04/27/2021 Cincinnati Police Department,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499,01/23/2021,Analyzed by lab,"[""Created 01/23/2021 Cincinnati Children's Hospital Medical Center"", 'Received 01/23/2021 Trenton Police Department', 'Received 01/28/2021 BCI London', 'Received 03/26/2021 Trenton Police Department']",Created 01/23/2021 Cincinnati Children's Hospital Medical Center,Received 01/23/2021 Trenton Police Department,Received 01/28/2021 BCI London,Received 03/26/2021 Trenton Police Department,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500,01/23/2021,Analyzed by lab,"[""Created 01/23/2021 Cincinnati Children's Hospital Medical Center"", 'Received 01/25/2021 Hamilton Police Department', 'Received 02/05/2021 BCI London', 'Received 04/09/2021 Hamilton Police Department']",Created 01/23/2021 Cincinnati Children's Hospital Medical Center,Received 01/25/2021 Hamilton Police Department,Received 02/05/2021 BCI London,Received 04/09/2021 Hamilton Police Department,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512,06/15/2021,Analyzed by lab,"['Created 06/15/2021 Aultman Hospital', 'Received 06/16/2021 Canton Police Department', 'Received 06/22/2021 BCI Richfield', 'Received 07/27/2021 Canton Police Department']",Created 06/15/2021 Aultman Hospital,Received 06/16/2021 Canton Police Department,Received 06/22/2021 BCI Richfield,Received 07/27/2021 Canton Police Department,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513,05/27/2021,Analyzed by lab,"['Created 05/27/2021 Aultman Hospital', 'Received 06/28/2021 Massillon Police Department', 'Received 06/30/2021 BCI Richfield', 'Received 10/13/2021 Massillon Police Department']",Created 05/27/2021 Aultman Hospital,Received 06/28/2021 Massillon Police Department,Received 06/30/2021 BCI Richfield,Received 10/13/2021 Massillon Police Department,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515,05/06/2021,Analyzed by lab,"['Created 05/06/2021 Aultman Hospital', ""Received 05/07/2021 Stark County Sheriff's Office"", 'Received 05/12/2021 BCI Richfield', ""Received 08/19/2021 Stark County Sheriff's Office""]",Created 05/06/2021 Aultman Hospital,Received 05/07/2021 Stark County Sheriff's Office,Received 05/12/2021 BCI Richfield,Received 08/19/2021 Stark County Sheriff's Office,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516,06/05/2021,Analyzed by lab,"['Created 06/05/2021 Aultman Hospital', 'Received 06/07/2021 Canton Police Department', 'Received 06/08/2021 BCI Richfield', 'Received 07/27/2021 Canton Police Department']",Created 06/05/2021 Aultman Hospital,Received 06/07/2021 Canton Police Department,Received 06/08/2021 BCI Richfield,Received 07/27/2021 Canton Police Department,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517,05/18/2021,Analyzed by lab,"['Created 05/18/2021 Aultman Hospital', 'Received 05/19/2021 Canton Police Department', 'Received 05/25/2021 BCI Richfield', 'Received 06/29/2021 Canton Police Department']",Created 05/18/2021 Aultman Hospital,Received 05/19/2021 Canton Police Department,Received 05/25/2021 BCI Richfield,Received 06/29/2021 Canton Police Department,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519,06/06/2021,Analyzed by lab,"['Created 06/06/2021 Aultman Hospital', 'Received 06/07/2021 Massillon Police Department', 'Received 06/10/2021 BCI Richfield', 'Received 10/13/2021 Massillon Police Department']",Created 06/06/2021 Aultman Hospital,Received 06/07/2021 Massillon Police Department,Received 06/10/2021 BCI Richfield,Received 10/13/2021 Massillon Police Department,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520,06/10/2021,Evidence collected (not received by law enforcement),['Created 06/10/2021 Aultman Hospital'],Created 06/10/2021 Aultman Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521,06/15/2021,Analyzed by lab,"['Created 06/15/2021 Aultman Hospital', 'Received 06/15/2021 Perry Twp. Police Department - Stark', 'Received 06/16/2021 BCI Richfield', 'Received 08/11/2021 Perry Twp. Police Department - Stark']",Created 06/15/2021 Aultman Hospital,Received 06/15/2021 Perry Twp. Police Department - Stark,Received 06/16/2021 BCI Richfield,Received 08/11/2021 Perry Twp. Police Department - Stark,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522,03/26/2021,Analyzed by lab,"['Created 03/26/2021 Metrohealth', 'Received 03/26/2021 Cuyahoga Metropolitan Housing Authority Police Department', 'Received 04/06/2021 Cuyahoga County Medical Examiner', 'Received 06/29/2021 Cuyahoga Metropolitan Housing Authority Police Department']",Created 03/26/2021 Metrohealth,Received 03/26/2021 Cuyahoga Metropolitan Housing Authority Police Department,Received 04/06/2021 Cuyahoga County Medical Examiner,Received 06/29/2021 Cuyahoga Metropolitan Housing Authority Police Department,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2523,02/19/2021,Analyzed by lab,"['Created 02/19/2021 Metrohealth Medical Center - Parma', 'Received 02/19/2021 Parma Heights Police Department', 'Received 03/04/2021 Cuyahoga County Medical Examiner', 'Received 06/16/2021 Parma Heights Police Department']",Created 02/19/2021 Metrohealth Medical Center - Parma,Received 02/19/2021 Parma Heights Police Department,Received 03/04/2021 Cuyahoga County Medical Examiner,Received 06/16/2021 Parma Heights Police Department,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524,03/09/2021,Analyzed by lab,"['Created 03/09/2021 Metrohealth', 'Received 03/12/2021 East Cleveland Police Department', 'Received 03/16/2021 Cuyahoga County Medical Examiner']",Created 03/09/2021 Metrohealth,Received 03/12/2021 East Cleveland Police Department,Received 03/16/2021 Cuyahoga County Medical Examiner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525,03/06/2021,Analyzed by lab,"['Created 03/06/2021 Metrohealth', 'Received 03/07/2021 Cleveland Police Department', 'Received 04/28/2021 Cuyahoga County Medical Examiner', 'Received 07/08/2021 Cleveland Police Department']",Created 03/06/2021 Metrohealth,Received 03/07/2021 Cleveland Police Department,Received 04/28/2021 Cuyahoga County Medical Examiner,Received 07/08/2021 Cleveland Police Department,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526,03/06/2021,Analyzed by lab,"['Created 03/06/2021 Metrohealth', 'Received 03/08/2021 Cuyahoga Metropolitan Housing Authority Police Department', 'Received 03/12/2021 Cuyahoga County Medical Examiner', 'Received 05/13/2021 Cuyahoga Metropolitan Housing Authority Police Department']",Created 03/06/2021 Metrohealth,Received 03/08/2021 Cuyahoga Metropolitan Housing Authority Police Department,Received 03/12/2021 Cuyahoga County Medical Examiner,Received 05/13/2021 Cuyahoga Metropolitan Housing Authority Police Department,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527,02/14/2021,Analyzed by lab,"['Created 02/14/2021 Metrohealth Medical Center - Cleveland Heights', 'Received 02/14/2021 Cleveland Heights Police Department', 'Received 02/18/2021 Cuyahoga County Medical Examiner', 'Received 05/11/2021 Cleveland Heights Police Department']",Created 02/14/2021 Metrohealth Medical Center - Cleveland Heights,Received 02/14/2021 Cleveland Heights Police Department,Received 02/18/2021 Cuyahoga County Medical Examiner,Received 05/11/2021 Cleveland Heights Police Department,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528,03/10/2021,Analyzed by lab,"['Created 03/10/2021 Metrohealth', 'Received 03/10/2021 Lakewood Police Department', 'Received 05/11/2021 Cuyahoga County Medical Examiner', 'Received 10/01/2021 Lakewood Police Department']",Created 03/10/2021 Metrohealth,Received 03/10/2021 Lakewood Police Department,Received 05/11/2021 Cuyahoga County Medical Examiner,Received 10/01/2021 Lakewood Police Department,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529,02/13/2021,Analyzed by lab,"['Created 02/13/2021 Metrohealth', 'Received 02/14/2021 Cleveland Police Department', 'Received 03/03/2021 Cuyahoga County Medical Examiner', 'Received 06/03/2021 Cleveland Police Department']",Created 02/13/2021 Metrohealth,Received 02/14/2021 Cleveland Police Department,Received 03/03/2021 Cuyahoga County Medical Examiner,Received 06/03/2021 Cleveland Police Department,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530,02/07/2021,Analyzed by lab,"['Created 02/07/2021 Metrohealth', 'Received 02/10/2021 Cuyahoga Metropolitan Housing Authority Police Department', 'Received 02/12/2021 Cuyahoga County Medical Examiner', 'Received 04/19/2021 Cuyahoga Metropolitan Housing Authority Police Department']",Created 02/07/2021 Metrohealth,Received 02/10/2021 Cuyahoga Metropolitan Housing Authority Police Department,Received 02/12/2021 Cuyahoga County Medical Examiner,Received 04/19/2021 Cuyahoga Metropolitan Housing Authority Police Department,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531,01/16/2021,Analyzed by lab,"['Created 01/16/2021 Metrohealth', 'Received 01/17/2021 Cleveland Police Department', 'Received 02/17/2021 Cuyahoga County Medical Examiner', 'Received 04/07/2021 Cleveland Police Department']",Created 01/16/2021 Metrohealth,Received 01/17/2021 Cleveland Police Department,Received 02/17/2021 Cuyahoga County Medical Examiner,Received 04/07/2021 Cleveland Police Department,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2532,05/06/2021,Evidence collected (not received by law enforcement),"['Created 05/06/2021 OhioHealth Riverside Methodist Hospital', 'Out Of State Agency']",Created 05/06/2021 OhioHealth Riverside Methodist Hospital,Out Of State Agency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533,02/01/2021,Analyzed by lab,"['Created 02/01/2021 OhioHealth Riverside Methodist Hospital', 'Received 02/03/2021 Columbus Police Department', 'Received 02/04/2021 Columbus Police Crime Laboratory', 'Received 11/11/2021 Columbus Police Department']",Created 02/01/2021 OhioHealth Riverside Methodist Hospital,Received 02/03/2021 Columbus Police Department,Received 02/04/2021 Columbus Police Crime Laboratory,Received 11/11/2021 Columbus Police Department,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534,04/28/2021,Analyzed by lab,"['Created 04/28/2021 OhioHealth Riverside Methodist Hospital', 'Received 05/05/2021 Grove City Police Department', 'Received 05/05/2021 BCI London', 'Received 08/04/2021 Grove City Police Department']",Created 04/28/2021 OhioHealth Riverside Methodist Hospital,Received 05/05/2021 Grove City Police Department,Received 05/05/2021 BCI London,Received 08/04/2021 Grove City Police Department,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536,04/08/2021,Analyzed by lab,"['Created 04/08/2021 OhioHealth Riverside Methodist Hospital', 'Received 04/08/2021 Columbus Police Department', 'Received 04/08/2021 Columbus Police Crime Laboratory', 'Received 06/17/2021 Columbus Police Department']",Created 04/08/2021 OhioHealth Riverside Methodist Hospital,Received 04/08/2021 Columbus Police Department,Received 04/08/2021 Columbus Police Crime Laboratory,Received 06/17/2021 Columbus Police Department,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537,06/04/2021,Evidence collected (not received by law enforcement),"['Created 06/04/2021 OhioHealth Riverside Methodist Hospital', 'Out Of State Agency']",Created 06/04/2021 OhioHealth Riverside Methodist Hospital,Out Of State Agency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538,01/24/2021,Analyzed by lab,"['Created 01/24/2021 OhioHealth Riverside Methodist Hospital', 'Received 01/24/2021 Columbus Police Department', 'Received 01/25/2021 Columbus Police Crime Laboratory', 'Received 06/17/2021 Columbus Police Department']",Created 01/24/2021 OhioHealth Riverside Methodist Hospital,Received 01/24/2021 Columbus Police Department,Received 01/25/2021 Columbus Police Crime Laboratory,Received 06/17/2021 Columbus Police Department,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2539,01/26/2021,Analyzed by lab,"['Created 01/26/2021 OhioHealth Riverside Methodist Hospital', 'Received 01/27/2021 Columbus Police Department', 'Received 01/27/2021 Columbus Police Crime Laboratory', 'Received 11/11/2021 Columbus Police Department']",Created 01/26/2021 OhioHealth Riverside Methodist Hospital,Received 01/27/2021 Columbus Police Department,Received 01/27/2021 Columbus Police Crime Laboratory,Received 11/11/2021 Columbus Police Department,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540,04/10/2021,Analyzed by lab,"['Created 04/10/2021 OhioHealth Riverside Methodist Hospital', 'Received 04/15/2021 Columbus Police Department', 'Received 04/15/2021 Columbus Police Crime Laboratory', 'Received 06/17/2021 Columbus Police Department']",Created 04/10/2021 OhioHealth Riverside Methodist Hospital,Received 04/15/2021 Columbus Police Department,Received 04/15/2021 Columbus Police Crime Laboratory,Received 06/17/2021 Columbus Police Department,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541,04/11/2021,Analyzed by lab,"['Created 04/11/2021 OhioHealth Riverside Methodist Hospital', 'Received 04/12/2021 Columbus Police Department', 'Received 04/14/2021 Columbus Police Crime Laboratory', 'Received 06/17/2021 Columbus Police Department']",Created 04/11/2021 OhioHealth Riverside Methodist Hospital,Received 04/12/2021 Columbus Police Department,Received 04/14/2021 Columbus Police Crime Laboratory,Received 06/17/2021 Columbus Police Department,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542,03/18/2021,Analyzed by lab,"['Created 03/18/2021 OhioHealth Riverside Methodist Hospital', 'Received 03/18/2021 Columbus Police Department', 'Received 03/22/2021 Columbus Police Crime Laboratory', 'Received 11/17/2021 Columbus Police Department']",Created 03/18/2021 OhioHealth Riverside Methodist Hospital,Received 03/18/2021 Columbus Police Department,Received 03/22/2021 Columbus Police Crime Laboratory,Received 11/17/2021 Columbus Police Department,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543,05/23/2021,Analyzed by lab,"['Created 05/23/2021 OhioHealth Riverside Methodist Hospital', 'Received 05/28/2021 Columbus Police Department', 'Received 05/28/2021 Columbus Police Crime Laboratory', 'Received 02/16/2022 Columbus Police Department']",Created 05/23/2021 OhioHealth Riverside Methodist Hospital,Received 05/28/2021 Columbus Police Department,Received 05/28/2021 Columbus Police Crime Laboratory,Received 02/16/2022 Columbus Police Department,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544,03/10/2021,Analyzed by lab,"['Created 03/10/2021 OhioHealth Riverside Methodist Hospital', 'Received 03/12/2021 Kent State University Police Department', 'Received 03/16/2021 BCI Richfield', 'Received 05/18/2021 Kent State University Police Department']",Created 03/10/2021 OhioHealth Riverside Methodist Hospital,Received 03/12/2021 Kent State University Police Department,Received 03/16/2021 BCI Richfield,Received 05/18/2021 Kent State University Police Department,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545,03/17/2021,Sent to lab,"['Created 03/17/2021 OhioHealth Riverside Methodist Hospital', 'Received 03/18/2021 Columbus Police Department']",Created 03/17/2021 OhioHealth Riverside Methodist Hospital,Received 03/18/2021 Columbus Police Department,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546,03/07/2021,Evidence collected (not received by law enforcement),['Created 03/07/2021 OhioHealth Riverside Methodist Hospital'],Created 03/07/2021 OhioHealth Riverside Methodist Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547,02/25/2021,Analyzed by lab,"['Created 02/25/2021 OhioHealth Riverside Methodist Hospital', 'Received 03/01/2021 Columbus Police Department', 'Received 03/01/2021 Columbus Police Crime Laboratory', 'Received 06/16/2021 Columbus Police Department']",Created 02/25/2021 OhioHealth Riverside Methodist Hospital,Received 03/01/2021 Columbus Police Department,Received 03/01/2021 Columbus Police Crime Laboratory,Received 06/16/2021 Columbus Police Department,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548,03/17/2021,Analyzed by lab,"['Created 03/17/2021 OhioHealth Riverside Methodist Hospital', 'Received 03/18/2021 Columbus Police Department', 'Received 03/22/2021 Columbus Police Crime Laboratory', 'Received 11/17/2021 Columbus Police Department']",Created 03/17/2021 OhioHealth Riverside Methodist Hospital,Received 03/18/2021 Columbus Police Department,Received 03/22/2021 Columbus Police Crime Laboratory,Received 11/17/2021 Columbus Police Department,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549,04/17/2021,Analyzed by lab,"['Created 04/17/2021 OhioHealth Riverside Methodist Hospital', 'Received 05/11/2021 Columbus Police Department', 'Received 05/11/2021 Columbus Police Crime Laboratory', 'Received 06/16/2021 Columbus Police Department']",Created 04/17/2021 OhioHealth Riverside Methodist Hospital,Received 05/11/2021 Columbus Police Department,Received 05/11/2021 Columbus Police Crime Laboratory,Received 06/16/2021 Columbus Police Department,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551,04/29/2021,Analyzed by lab,"['Created 04/29/2021 OhioHealth Riverside Methodist Hospital', 'Received 05/22/2021 Columbus Police Department', 'Received 05/24/2021 Columbus Police Crime Laboratory', 'Received 03/23/2022 Columbus Police Department']",Created 04/29/2021 OhioHealth Riverside Methodist Hospital,Received 05/22/2021 Columbus Police Department,Received 05/24/2021 Columbus Police Crime Laboratory,Received 03/23/2022 Columbus Police Department,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2560,11/19/2021,Removed,"['Created 11/19/2021 Out of State Medical Facility', 'Repurposed 11/19/2021 Ohio Attorney General']",Created 11/19/2021 Out of State Medical Facility,Repurposed 11/19/2021 Ohio Attorney General,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2571,04/30/2022,Analyzed by lab,"['Created 04/30/2022 NORD Center', 'Received 05/05/2022 Elyria Police Department', 'Received 05/13/2022 BCI Richfield', 'Received 06/30/2022 Elyria Police Department']",Created 04/30/2022 NORD Center,Received 05/05/2022 Elyria Police Department,Received 05/13/2022 BCI Richfield,Received 06/30/2022 Elyria Police Department,,,,,,,,,,,,,,,,,,,,,,,,,,,,
